response_id,topic,value,response_date,student_year,procedure,improvement,question,academic_year,label
R_3Ecdzf8kxCcPX9D,t_3,0.9529411764705882,2021-06-22T01:07:56Z,D3,Periodontics,One thing that that I would like to do differently next time is managing the time better to finish on time.,What can I do differently next time? Thank you Dr. Yu.,2021-2022,exam time patient plan complete faculty appointment
R_3Ed7iazMI53FQjC,t_1,0.5870967741935483,2020-09-13T09:41:38Z,D3,Exam/Tx Plan,I think today was a valuable experience in dealing with difficult patients. I thought I did the best I could and learned that sometimes the best treatment is actually no treatment. I appreciate Dr. Krezel's help today with my patient and his explanation of how to proceed with this type of patient if I were to see them again in the future.,NA,2020-2021,caries patient plan treatment tooth lesion option
R_3EDSnxgvn0BCCJr,t_5,0.9466666666666667,2021-10-05T23:26:41Z,D3,Restorative,I would like to finish my interproximal walls to be smoother and build a tighter contact.,NA,2021-2022,contact margin prep composite restoration bur remove
R_3edVnUwEt53nKIy,t_2,0.6,2021-12-07T22:12:49Z,D3,Periodontics,"Next time I will be sure to look more closely at black plaques on teeth as it could be residual calculus. This time, the black plaque was not calculus but some type of a fraction. Its important to find the irregularities and hypothesize/think as to why it is there and where it came from. 

Thank you Dr. Riccardo!",NA,2021-2022,time calculus hand instrument molar scale probe
R_3edYul0bJMqkUa2,t_3,0.9272727272727272,2021-02-26T18:14:50Z,D3,Exam/Tx Plan,Figure out the perio tx planning on Mident.,NA,2020-2021,exam time patient plan complete faculty appointment
R_3EEEMAvIBB89TTg,t_4,0.9151515151515152,2021-11-11T11:14:52Z,D3,Prosthodontics,"Given this was my first time packing a cord I anticipated struggling with it. But I learned for next time to start from the very end, the end closest to you on the buccal side, and work my way around in one direction. And to keep everything as dry as can be.","None, thank you Dr. Hill for all of your help and showing us how to do the wash technique in the impression!",2021-2022,time crown impression denture occlusion bite tray
R_3EEeONuRQ33Ntbr,t_3,0.3696969696969697,2021-10-11T22:41:01Z,D3,Periodontics,Next time I would like to do a full perio chart if there are inconsistencies in the previous chart and it is close to the date even if it is not exactly one year so I can better evaluate patients for optimal care.,"Thank you for all of your help today! The interproximal strip was a great idea, if I use it again Ill make sure to polish afterwards.",2021-2022,exam time patient plan complete faculty appointment
R_3EEGruCl87WzHPG,t_5,0.9619047619047618,2021-05-20T12:27:55Z,D3,Restorative,The restoration we worked on popped out. What we did next time to prevent that from happening again was to add additional retentive features to the preparation.,NA,2021-2022,contact margin prep composite restoration bur remove
R_3eetdOYT985i8t5,t_3,0.8857142857142858,2021-11-19T15:19:57Z,D3,Restorative,I would like to be quicker at my EOE and IOE,NA,2021-2022,exam time patient plan complete faculty appointment
R_3EEvVOUbTmxvsQU,t_3,0.9272727272727272,2021-11-03T03:27:06Z,D3,Restorative,Next time I would like to try and get all the radiographs in one trip to increase efficiency in clinic.,Thank you for your help today!,2021-2022,exam time patient plan complete faculty appointment
R_3EEzt1iiiWUdAXy,t_3,0.9096774193548387,2021-06-16T03:46:01Z,D3,Periodontics,I need to work faster! This was my first time going through the entire process like this though. I went over time because I did not allot enough time to finish my P-MNote at the end. Dr. Ramadan was nice enough to stay over and help me through it. I hope that I get faster with more practice.,NA,2021-2022,exam time patient plan complete faculty appointment
R_3EFiR9natXb5H9u,t_3,0.648,2021-05-11T21:16:10Z,D3,Exam/Tx Plan,"I forgot to include the caries risk assessment form in my exam and treatment planning for my patient today, so I will definitely not forget that next time!",NA,2021-2022,exam time patient plan complete faculty appointment
R_3EFJ75lEuSYLAeX,t_2,0.8857142857142858,2021-02-23T17:33:14Z,D3,Periodontics,hand scale a bit more,NA,2020-2021,time calculus hand instrument molar scale probe
R_3EFk9CZXreJuHsW,t_5,0.568,2021-05-29T02:14:26Z,D3,Restorative,Drill on the tooth to ensure complete anesthesia was achieved before placing the rubber dam. Also in general be able to communicate and deal with difficult patients better.,NA,2021-2022,contact margin prep composite restoration bur remove
R_3EFNruG6WzjI0M6,t_5,0.9243243243243244,2021-11-05T04:54:01Z,D3,Restorative,"Next time, I would like to recognize staining and microleakage vs decalcification/white spots. Im glad my patient didnt undergo unnnecesary treatment, and I got to spend time learning how to polish amalgams.",Thank you Dr. Green!,2021-2022,contact margin prep composite restoration bur remove
R_3efyNvRZQgCdcEO,t_2,0.6421052631578947,2020-10-08T19:58:53Z,D3,Exam/Tx Plan,"I want to identify the subgingival calculus faster next time and get to work on it. Overall, good appt though! Very helpful to have Dr. Miller.",NA,2020-2021,time calculus hand instrument molar scale probe
R_3EG53kMP4iSvoMr,t_3,0.6405797101449275,2021-02-26T01:04:32Z,D3,Exam/Tx Plan,"I would have learnt better patient's prophy and exam schedule before I brought him in. The prophy is usually covered every 6 months and the periodic exam is covered annually. This patient's prophy appointment is two weeks earlier than 6 month. Though his insurance was covered this time after I checked with business office, it would be frustrating to explain to patient that the cleaning can not be done because I did not pay attention to his schedule. It was a good learning experience.",NA,2020-2021,exam time patient plan complete faculty appointment
R_3EGAQ2GCxUNUKre,t_3,0.9529411764705882,2021-06-16T02:50:41Z,D3,Exam/Tx Plan,"Be more efficient, have the tx note and planned tx inputted prior to the end of clinic",NA,2021-2022,exam time patient plan complete faculty appointment
R_3EGCnL21c3qzgRa,t_5,0.9272727272727272,2021-04-01T11:12:34Z,D3,Restorative,I would like to overbulk tooth #8 more so it would be easier for me to contour and take off better. I would also like to polish better.,Thank you for your help!,2020-2021,contact margin prep composite restoration bur remove
R_3EgJ6wySYaYrASo,t_4,0.9384615384615385,2020-09-25T17:06:43Z,D3,Prosthodontics,Ensure that my final impression is acceptable before sending it to the lab.,Thank you very much for all your help.,2020-2021,time crown impression denture occlusion bite tray
R_3EGs72n5MCYoIf8,t_5,0.9466666666666667,2021-03-05T15:35:51Z,D3,Restorative,I will be utilizing the hatchet with the thumb as the fulcrum any time I need to straighten out the walls of a box prep. Very helpful!,NA,2020-2021,contact margin prep composite restoration bur remove
R_3EGswoXJXLLlVdy,t_1,0.9384615384615385,2021-05-10T20:31:01Z,D3,Exam/Tx Plan,I would like to get better at perio probing. It was difficult to determine the best angel to see things.,THANKS DR. CAMPOS!!!!!!!,2021-2022,caries patient plan treatment tooth lesion option
R_3egzc3Gb7i5woC0,t_4,0.897872340425532,2021-09-03T00:50:54Z,D3,Prosthodontics,"For my next denture case now that I have a better idea of a wax try in appointment, I will know to remove either a premolar or molar or include this in my lab note prior to my wax fabrication. I also feel like I was able to learn how to carve out the posterior palatal seal and will know how to do this more independently in future appointments.",Thank you for all your help and guidance today!,2021-2022,time crown impression denture occlusion bite tray
R_3eh5dZJSOrDHErb,t_5,0.5586206896551724,2021-01-07T15:27:09Z,D3,Restorative,"Next time, I hope to have grown from this valuable experience and employ some of the useful techniques shown to me by Dr. Migdal to increase clinical efficiency and skill.","N/A. Thank you as always for working with me, Dr. Migdal.",2020-2021,contact margin prep composite restoration bur remove
R_3ehC0wN0qaizjAB,t_3,0.45185185185185184,2021-12-07T00:37:52Z,D3,Restorative,One thing that I would like to do differently next time is to work on my time efficiency. If I could have worked more efficiently during this appointment then I hopefully would have had time to capture PA's of my patient's lower dentition for future restorative work.,NA,2021-2022,exam time patient plan complete faculty appointment
R_3ehmSeScswTGOro,t_3,0.6516129032258065,2021-05-18T22:16:44Z,D3,Exam/Tx Plan,Going through axium more to get faster and more comfortable with swipes/updating charts.,"For the patients upcoming hygiene appointment, do I just hand scale over the crowns and do not use the piezo unit on these?",2021-2022,exam time patient plan complete faculty appointment
R_3ehrrF00v4stWLv,t_3,0.6799999999999999,2021-05-22T07:35:29Z,D3,Restorative,I want to work on my timing for the appointment and being more efficient so I can stay within the allotted time slot.,NA,2021-2022,exam time patient plan complete faculty appointment
R_3EhtLV73Rgr5t4Z,t_5,0.9822222222222223,2021-10-19T02:51:54Z,D3,Restorative,"I think my restorations came out well overall. I was less happy with the mesial one however because when polishing I created a slight divot with the flame bur. I think this was because I played with it too much and should have left it alone, so in the future I think it would be helpful to give myself a strict time limit for polishing restos, and also I think using the technique we talked about of practicing the angulation first before stepping on the rheostat would help. Thanks, Dr. Wortman! You were very h",NA,2021-2022,contact margin prep composite restoration bur remove
R_3eHYmvjlo07q9tD,t_2,0.34857142857142853,2021-10-29T14:23:39Z,D3,Periodontics,"Next time I would like to focus on each tooth a bit more before moving to the next one. I found a concavity in the mesial of 6 with a lot of calculus just before I was about to check out with faculty. Had I not gone back this calculus would have still been present, but next time I would like to have known it was there and took care of it before thinking I had finished the tooth.",NA,2021-2022,time calculus hand instrument molar scale probe
R_3Ei1hBCuU9ViTxm,t_2,0.7176470588235294,2021-06-23T14:27:19Z,D3,Restorative,I would like to review my anatomy in order to provide anesthesia better and also to make sure that I am double checking my margins at all times.,NA,2021-2022,time calculus hand instrument molar scale probe
R_3Ei41kQBlkOKQFq,t_2,0.48571428571428565,2021-11-02T17:37:40Z,D3,Periodontics,"This patient was challenging due to disabilities that included limited opening. I struggled the most with visualizing because he could not open his mouth very much. I need to practice strategies. 
",NA,2021-2022,time calculus hand instrument molar scale probe
R_3EiC8THDuCWrxMn,t_3,0.9652173913043478,2021-07-21T10:15:25Z,D3,Exam/Tx Plan,I feel like the appointment overall went well. The only thing that slowed me down and made me less efficient would be the camera not working to take the pictures I wanted to take for my perio care case report. So maybe learning more about that would help for next time I have to do something like that.,NA,2021-2022,exam time patient plan complete faculty appointment
R_3EiGscYetiPEEQn,t_4,0.7333333333333334,2021-11-23T00:21:17Z,D3,Restorative,I would like to work on getting faster.,NA,2021-2022,time crown impression denture occlusion bite tray
R_3eiTsq1SlNwrhN7,t_4,0.9529411764705882,2021-07-20T15:07:35Z,D3,Prosthodontics,I would just make sure that next time I come in with more knowledge. This was my first time every cementing a crown so I did not really know how the FUJI material worked. I learned so much though and I want to thank you for helping me!,NA,2021-2022,time crown impression denture occlusion bite tray
R_3ek6XSR1GiQWuz9,t_5,0.648,2021-09-22T14:31:23Z,D3,Restorative,"Isolation was difficult to achieve for this restoration. For similar restorations on malposed third molars in the future, I should consider amalgam as my material of choice.",NA,2021-2022,contact margin prep composite restoration bur remove
R_3ekITVarP5OndvP,t_1,0.6799999999999999,2021-06-14T20:05:18Z,D3,Periodontics,Was thankfully reminded to dry teeth before placing topical fluoride which is super important.,NA,2021-2022,caries patient plan treatment tooth lesion option
R_3eknrs1TVDD7ZhW,t_1,0.5377777777777778,2021-10-26T03:06:08Z,D3,Restorative,"The patient that came in today had an interesting problem with his #19. It is a post and core crown on an endo treated tooth. The patient mentioned infrequent sensitivity with the tooth when he doesnt brush, and there is loss of attachment around this tooth. For the next time, I would like to be more prepared with the faculty request so that both prost and perio can have a look at it. Thank you very much for all of your help today!",NA,2021-2022,caries patient plan treatment tooth lesion option
R_3ekSh1JeMgqdIKP,t_3,0.4101694915254237,2021-08-05T16:44:53Z,D3,Periodontics,"For next time, I would like to do a better job of collecting all necessary and applicable information in the perio chart. As Dr. Britt mentioned, it is essential to keep thorough records of each patient. Recording only probing depths will not give us a complete and adequate picture of the patient's periodontal health -- especially over time. From now on, I will make sure to not only record PDs and BOPs, but also MGJs, FGM-CEJs, etc.","I have no questions at this time! Thank you, Dr. Britt, for your thorough explanations and help today!! I appreciate it!",2021-2022,exam time patient plan complete faculty appointment
R_3elb9XjlTsd8dCs,t_3,0.911111111111111,2021-05-14T21:02:22Z,D3,Exam/Tx Plan,Make sure to have all the documents ready for approval from faculty.,NA,2021-2022,exam time patient plan complete faculty appointment
R_3ElEFxuyhz1ukG5,t_3,0.911111111111111,2021-08-10T17:05:16Z,D3,Exam/Tx Plan,Next time I would like to be more proactive with the x-rays and have them put into the computer first,NA,2021-2022,exam time patient plan complete faculty appointment
R_3ElEoKl7gB0br8p,t_4,0.7454545454545454,2021-11-24T22:31:51Z,D3,Restorative,"needed a little bit of help on the scan, the tips were great for making sure we get those distal molars! thank you!",NA,2021-2022,time crown impression denture occlusion bite tray
R_3elfAFrP5EZ0TvQ,t_4,0.6,2021-01-08T15:26:16Z,D3,Exam/Tx Plan,Let's hope he comes back! needs lots of work but hesitant!,NA,2020-2021,time crown impression denture occlusion bite tray
R_3elgqibJMCiaBQo,t_5,0.5636363636363636,2021-01-26T04:00:23Z,D3,Restorative,Involve all the crack lines to prevent marginal leakage.,NA,2020-2021,contact margin prep composite restoration bur remove
R_3eli9qEiBtS2111,t_4,0.8339622641509434,2021-07-27T03:32:41Z,D3,Restorative,"For next time, I would like to experiment and learn more about the software functionality of CEREC PrimeScan. I know how to take digital impressions, basic navigation, and other basic functions but, I know there is still so much to learn! Digital scanning can (and will) be such a powerful tool in patient care and education. This type of technology is definitely something I will want to work with in the future so it is important that I soak up as much information right now as possible. 
I learned a lot about",Thank you for your help and explanations of different features with Primescan!!,2021-2022,time crown impression denture occlusion bite tray
R_3ELLdJe1ftm3hZo,t_1,0.5457627118644068,2021-07-28T16:13:39Z,D3,Periodontics,"For next time, I would like to keep in mind that oral hygiene techniques and tools are not one size fits all. It is important to consider the patient's abilities and any limitations they may have when it comes to at home care. My patient has arthritis and limited mobility so some flossing techniques are not appropriate for her. The recommendation to use the gingival stimulator and Listerine on a Q-Tip to clean between/around implants was much more appropriate and achievable for my patient. 
During future ap",I have no questions at this time! Thank you for your help and thoughtful explanations!,2021-2022,caries patient plan treatment tooth lesion option
R_3elsdH9FLSds3MU,t_3,0.4958904109589041,2021-09-22T18:09:40Z,D3,Restorative,"My apologies that I'm delayed submitting this! I've been getting back into the swing of the new semester and the surveys slipped my mind. 

The 6ML restoration was very quick so we decided to move on to 31MO. Removing the previous composite restoration took much much longer than we thought, so the appointment ended up running over time. The previous restoration ended up being very wide and very deep which we did not expect from the radiograph, and then I felt rushed finishing it. Now I am more aware of how","Besides changing to fresh, sharp burs periodically, do you have any tips for removing existing composites?",2021-2022,exam time patient plan complete faculty appointment
R_3elsdH9FLSds3MU,t_5,0.4958904109589041,2021-09-22T18:09:40Z,D3,Restorative,"My apologies that I'm delayed submitting this! I've been getting back into the swing of the new semester and the surveys slipped my mind. 

The 6ML restoration was very quick so we decided to move on to 31MO. Removing the previous composite restoration took much much longer than we thought, so the appointment ended up running over time. The previous restoration ended up being very wide and very deep which we did not expect from the radiograph, and then I felt rushed finishing it. Now I am more aware of how","Besides changing to fresh, sharp burs periodically, do you have any tips for removing existing composites?",2021-2022,contact margin prep composite restoration bur remove
R_3elu2a01ksQXMDh,t_1,0.9272727272727272,2021-02-04T23:26:21Z,D3,Exam/Tx Plan,Be more systematic when assessing for caries and potential restorations,NA,2020-2021,caries patient plan treatment tooth lesion option
R_3elxWdpOuSJ4ANI,t_4,0.8133333333333332,2020-12-10T19:56:07Z,D3,Prosthodontics,Work on bitesplint delivery - specifically making sure to get occlusal contacts in a more efficient manner.,NA,2020-2021,time crown impression denture occlusion bite tray
R_3em1wgP9YPDnmfa,t_4,0.9384615384615385,2021-01-26T21:13:20Z,D3,Prosthodontics,"In future, I would repair the broken dentures using the technique I learnt today.",NA,2020-2021,time crown impression denture occlusion bite tray
R_3Em3WioFW1VGaEK,t_3,0.911111111111111,2020-10-23T14:26:50Z,D3,Periodontics,One thing that I would have done differently would be to start with the implant consult as to insure everything to be done on time.,NA,2020-2021,exam time patient plan complete faculty appointment
R_3emGckAroi5mMEk,t_5,0.9529411764705882,2021-10-08T02:53:26Z,D3,Restorative,"I think everything went wel, the cavity preparation and the restoration. The contact was nice and tight.",Plwase suggest any areas of improvements.,2021-2022,contact margin prep composite restoration bur remove
R_3emnVTbmbZdo4bw,t_2,0.6043010752688173,2021-07-01T19:49:51Z,D3,Periodontics,"Today was my first time scaling and root planing. I learned a lot about different curettes and their respective cutting angles. Next time, I will use the Columbia 13/14 at a 45 degree angle to effectively debride the distal surfaces of posterior teeth.","Today you mentioned this case was most likely above our pay grade due to the furcation involvement and pockets >6mm. If this same patient walked into a general dentists private practice, would it have been prudent to refer to a periodontist immediately? Or do 4 quadrants of SRP, re-evaluate in 4-6 weeks, and refer if the inflammation doesnt get better like we did with this patient.",2021-2022,time calculus hand instrument molar scale probe
R_3Emvh7d5McqsYo1,t_1,0.8857142857142858,2021-09-11T02:36:57Z,D3,Exam/Tx Plan,Evaluation of stained fissures,NA,2021-2022,caries patient plan treatment tooth lesion option
R_3EMXUsTw5MUZotH,t_5,0.9272727272727272,2020-11-02T21:23:22Z,D3,Restorative,One thing that I would like to do differently is use the 7901 bur to removed the stain around the preparation.,NA,2020-2021,contact margin prep composite restoration bur remove
R_3EMyjNUA5JYBl9G,t_4,0.9096774193548387,2021-08-10T18:47:29Z,D3,Prosthodontics,"Next time I will plan to use the the JET acrylic when fabricating a temporary crown. While it may be a bit more difficult to use than the integrity, the benefits it has over the other option make it the best choice for my patients. Thanks again for your help with this patient.",NA,2021-2022,time crown impression denture occlusion bite tray
R_3en3Ij76vHa8kFV,t_1,0.6173913043478261,2021-01-22T18:41:33Z,D3,Prosthodontics,"Next time, I would like to assess for caries as I do my crown preps. I was so focused on it that I forgot to look at the whole picture and didn't realize that there was quite a bit of decay.",NA,2020-2021,caries patient plan treatment tooth lesion option
R_3en6EMw98y2Cw3j,t_4,0.9466666666666667,2021-03-29T19:55:53Z,D3,Prosthodontics,Take centric record with pink baseplate wax. I have never used this technique before but definitely will moving forward. Thanks!,NA,2020-2021,time crown impression denture occlusion bite tray
R_3Eni36m81FFoC3i,t_5,0.7621621621621621,2021-04-09T21:12:04Z,D3,Restorative,Next time I would like to place a wedge between 5 and 6 before I start prepping to help hold down the rubber dam as I had to push it down farther a few times while I was prepping 5 MO.,"N/A, thanks for the help, it was nice to finally be able to work together in the clinic! Have a great weekend :)",2020-2021,contact margin prep composite restoration bur remove
R_3eNIAo85jC0mP3r,t_3,0.8400000000000001,2021-12-09T20:57:34Z,D3,Restorative,Know the tx plan better,NA,2021-2022,exam time patient plan complete faculty appointment
R_3ENix8jyHX3m2yI,t_5,0.6,2021-06-08T11:38:18Z,D3,Exam/Tx Plan,I would like to work on clearing my clinical summary of all red before my swipes. Now I know what took for after Dr. Shortt taught me what needs to be done in order to make that happen.,NA,2021-2022,contact margin prep composite restoration bur remove
R_3ENjXUzFGfgqAWS,t_5,0.9466666666666667,2021-04-01T20:38:39Z,D3,Restorative,I would have liked to have been more confident about the removal of the old filling and replacing the stained area on the occlusal surface.,NA,2020-2021,contact margin prep composite restoration bur remove
R_3EnYsZYHYroM0S7,t_3,0.6,2021-10-28T23:39:34Z,D3,Restorative,"Have a more clear and thought out plan. I was unable to test case due to inability to clamp for rubber dam, which is something I could have foreseen and planned accordingly for.","none, Thank you!",2021-2022,exam time patient plan complete faculty appointment
R_3Eo2oWlYq6a0Wuv,t_3,0.4896551724137931,2021-09-07T21:25:21Z,D3,Restorative,Using the color transfer applicator to correctly spot the area of the RPD that was causing the patient pain was probably more accurate than the PIP and I shouldve started there instead. Thanks for the tip!,Thank you Dr. Hartzell!,2021-2022,exam time patient plan complete faculty appointment
R_3EoNfeax9ClOuNp,t_5,0.7655172413793103,2020-11-13T21:57:53Z,D3,Restorative,"This restoration was difficult to prepare and fill because the tooth was rotated. Next time, I would like to be able to assess the tooth preparation better before actually drilling because I think that it will help envision it before working on it.","Not a question, but thank you very much for your help and for sticking with me over-time!",2020-2021,contact margin prep composite restoration bur remove
R_3EQ0Mj1rZWdonpg,t_2,0.46285714285714286,2021-03-18T11:43:39Z,D3,Periodontics,"Next time, I would like to utilize the Gracey's a little more. So fun to use the Cavitron again!","I sent one of these yesterday, but I never got a kick back to my email, so I sent another one. Sorry if you get two! I have emailed Dr. Wang about adding another test case option to the Canvas site - I will keep you updated!",2020-2021,time calculus hand instrument molar scale probe
R_3EQ0Mj1rZWdonpg,t_3,0.46285714285714286,2021-03-18T11:43:39Z,D3,Periodontics,"Next time, I would like to utilize the Gracey's a little more. So fun to use the Cavitron again!","I sent one of these yesterday, but I never got a kick back to my email, so I sent another one. Sorry if you get two! I have emailed Dr. Wang about adding another test case option to the Canvas site - I will keep you updated!",2020-2021,exam time patient plan complete faculty appointment
R_3EQ27PlwmlzR9Fg,t_1,0.9096774193548387,2021-11-22T20:47:32Z,D3,Restorative,I would like to be better at triaging patients and assessing them for a variety of etiologies of pain.,"PS., Patient went to endo, and he said that they concluded it was vertical root fracture. It took fairly extensive perio probing and they found a small pocket of about 12mm which led to them concluding that.",2021-2022,caries patient plan treatment tooth lesion option
R_3eq5xnLn56JFbCh,t_3,0.7454545454545454,2020-10-02T16:20:57Z,D3,Prosthodontics,I would like to make sure this patient is aware when she will need anesthesia for her appointments because she gets very anxious.,NA,2020-2021,exam time patient plan complete faculty appointment
R_3EQC3vLMRO6YzsF,t_1,0.6350877192982457,2021-05-26T20:59:47Z,D3,Restorative,I would like to be more efficient in diagnosing patient pain and finding he best treatment plan. There were a few ways to treat the patients issue involving pain after endo treated tooth with crown. We selected to plan an occlusal guard to be worn at night.,"If the occlusal guard does not work, reducing occlusal surface is the next treatment option?",2021-2022,caries patient plan treatment tooth lesion option
R_3eqeDUNEN66XcC5,t_3,0.8344827586206897,2021-05-13T17:27:31Z,D3,Restorative,I think it went very well for my first appointment. I made sure to fill out all of the proper forms but I did need a little guidance when it came to checking out and operating MiDent. This is something that I hope to keep getting better at in my appointments to come just to make the check out process easier.,No questions currently.,2021-2022,exam time patient plan complete faculty appointment
R_3EQHG5mpgQ561eD,t_3,0.8400000000000001,2021-04-15T16:44:57Z,D3,Prosthodontics,"n/a, appt went smoothly!",NA,2020-2021,exam time patient plan complete faculty appointment
R_3EQNMGTKRK1I1Xg,t_3,0.7454545454545454,2021-09-21T19:46:54Z,D3,Exam/Tx Plan,obtain oral med consult asap,NA,2021-2022,exam time patient plan complete faculty appointment
R_3eqoq4eJaVxeUyU,t_2,0.7333333333333333,2021-12-06T18:20:52Z,D3,Periodontics,"In patient's with extensive bone loss on their anterior mandibular lingual surfaces, diligently scale and root plane to remove al roughness due to residual calculus",NA,2021-2022,time calculus hand instrument molar scale probe
R_3ereIXHC5ZfXuoH,t_5,0.9619047619047618,2021-07-20T22:18:43Z,D3,Restorative,I could have tried to fit in a restoration during the leftover time in the appointment. I should practice doing restorations faster and build more confidence.,NA,2021-2022,contact margin prep composite restoration bur remove
R_3ErINjqcRLJuQzs,t_4,0.911111111111111,2021-09-21T15:35:33Z,D3,Restorative,Fabricate the temp faster next time,NA,2021-2022,time crown impression denture occlusion bite tray
R_3ErIzrF8ObqK7mN,t_1,0.5111111111111112,2020-12-08T23:08:52Z,D3,Periodontics,"Today, I was able to provide SRP for the UR and LR quadrant. I know we did not have enough time to complete the perio records DURING the appointment, I would like to make sure to complete the perio treatment questions prior to starting SRP treatment. Additionally, I needed the faculty members assistance to decide what was clinically best for the patient: SRP or 4346. Next time, I would like to improve my ability in making clinical decisions based on the factors presented by the patient.",NA,2020-2021,caries patient plan treatment tooth lesion option
R_3ERnDj47lVrjx5j,t_1,0.4666666666666667,2021-06-22T01:30:58Z,D3,Exam/Tx Plan,Evaluate adaptation of RPD more closely,NA,2021-2022,caries patient plan treatment tooth lesion option
R_3ERswl5uDdwGvId,t_3,0.8400000000000001,2021-06-30T03:17:12Z,D3,Exam/Tx Plan,Documentation of findings,NA,2021-2022,exam time patient plan complete faculty appointment
R_3erwz0KnoLG05HL,t_5,0.9578947368421052,2020-10-29T17:59:11Z,D3,Restorative,"Next time I have an MOD restoration, I would like to try out the two-at-once garrison band technique that Dr. Edwards shared with me.",NA,2020-2021,contact margin prep composite restoration bur remove
R_3esDbGZClSVYF4t,t_2,0.9578947368421052,2021-09-29T01:35:06Z,D3,Periodontics,Work on positioning when a patient cannot sit all of the way back for anterior maxillary teeth to minimize straining my neck when scaling.,Thank you for your help today!,2021-2022,time calculus hand instrument molar scale probe
R_3EsDKFfjJHZSkK9,t_4,0.9466666666666667,2021-11-28T18:44:34Z,D3,Restorative,Next time I will recommend a zirconia crown instead of a full gold crown for a premolar,NA,2021-2022,time crown impression denture occlusion bite tray
R_3EsfK3O3V3TyZMt,t_5,0.408,2020-09-18T20:21:49Z,D3,Exam/Tx Plan,"Appointment was short and simple, but I guess realize that attrition will make teeth flat- but where there is some cupping that there is more than just attrition but most likely acid reflex as well.",NA,2020-2021,contact margin prep composite restoration bur remove
R_3ESkL8qOuG8hr36,t_5,0.9619047619047618,2021-03-21T02:48:06Z,D3,Restorative,"watch out for placement of bonding agent, especially if the band falls off and I have to reapply the band. always go for tofflemire for resotoring two interproximal restos",NA,2020-2021,contact margin prep composite restoration bur remove
R_3ESkPNLFaumXr8r,t_5,0.7333333333333334,2021-05-18T17:20:45Z,D3,Restorative,Speed,NA,2021-2022,contact margin prep composite restoration bur remove
R_3esLLrwvNB1c8RT,t_3,0.9703703703703703,2021-05-27T00:37:33Z,D3,Exam/Tx Plan,"Something I would do differently is making sure to call restorative faculty over for an updated exam before calling perio faculty for the perio maintenance. Thank you for that clarification Dr. Yu, it was great working with you as always!",Nothing at the moment.,2021-2022,exam time patient plan complete faculty appointment
R_3esnf0AIP8zj4yU,t_3,0.4434782608695652,2021-11-21T03:52:01Z,D3,Prosthodontics,ensuring that I double check the correct inputs of details of the lab slip before obtaining facultys final approval,NA,2021-2022,exam time patient plan complete faculty appointment
R_3esnf0AIP8zj4yU,t_4,0.4434782608695652,2021-11-21T03:52:01Z,D3,Prosthodontics,ensuring that I double check the correct inputs of details of the lab slip before obtaining facultys final approval,NA,2021-2022,time crown impression denture occlusion bite tray
R_3esoCkTsCl6K144,t_2,0.6426666666666667,2021-06-16T01:17:20Z,D3,Periodontics,I need to be quicker doing the chips assessment on a perio maintenance appointment so I have more time to focus on the cleaning portion of the appointment. I felt I did a sufficient job with the piezo but I would have liked to have a little more time to hand scale in the areas with he heaviest amount of calculus.,"When completing perio maintenance exams should I focus heavily on the areas of most concern right away? or should I focus on going through all four quadrants and then focus on the areas of concern? Or if neither of these are correct, what should my thinking and progression be as I am progressing through a perio maintenance.",2021-2022,time calculus hand instrument molar scale probe
R_3esoShwcAJcYuZ3,t_3,0.9466666666666667,2021-05-13T23:11:40Z,D3,Restorative,Next time I would be neater with my set up and try to temper my expectations when it comes to the treatment plan and what will actually happen during that appointment.,Thank you so much for your help today!!!!,2021-2022,exam time patient plan complete faculty appointment
R_3EsPDhHloROf5vl,t_3,0.5490909090909091,2021-09-29T15:24:54Z,D3,Restorative,"Next time, I would like to be more efficient and comfortable with writing a lab request. This was my first time writing a lab request for the addition of teeth to an RPD. I did not include all pertinent information the first time I wrote it so I had to make some edits with the help of Dr. Snyder. Now, I have a better idea of what I need to include to have a complete and accurate lab request form next time.",Thanks so much for your help! I appreciate it,2021-2022,exam time patient plan complete faculty appointment
R_3esrDvpdiS5Wj3T,t_5,0.9578947368421052,2021-11-19T22:23:08Z,D3,Restorative,Next time I will use the 330 bur to widen the preparation and the create undercuts underneath the crown margin!,NA,2021-2022,contact margin prep composite restoration bur remove
R_3etBfEURbDIreo0,t_5,0.7454545454545454,2021-02-10T22:55:20Z,D3,Restorative,I would like to improve by being able to assess when my preparation is getting close to the pulp.,NA,2020-2021,contact margin prep composite restoration bur remove
R_3etBQOg76si2Fpe,t_5,0.9127272727272728,2021-11-08T22:12:01Z,D3,Restorative,"Next time I would like to know to add some retentive groves into an existing composite as I add on to it with another. Winve we just beveled the mesial half of the composite, Dr. Miller added some 2 round bur grooves to incorporate the new A1 composite into while keeping the nice shape of the old material. Next time I will keep these features in mind to improve the longevity of these restorations",NA,2021-2022,contact margin prep composite restoration bur remove
R_3EtG3KKY5yZZLcY,t_5,0.7333333333333334,2021-10-06T01:29:58Z,D3,Restorative,Be more watchful for flash,Thanks for your help!!,2021-2022,contact margin prep composite restoration bur remove
