topic,item,label,ldavis_number,text,response_dt
t_5,2777,calculus area remove molar time tooth check miss,12,"Emphasize on the lingual and buccal surfaces of the most posterior teeth more, especially with the limited access to these areas",2021-06-21T14:27:48Z
t_6,319,patient thing time differently thing_differently appointment differently_time oral,17,"I would like to do a better job of explaining/summarizing the treatment plan to the patient at the end of the appointment. The patient understood his diagnoses and what his next appointment would be for (mini quad SRP). However, I think my explanation of his diagnoses and next appointment could have been more concise and to the point.",2021-06-21T16:31:19Z
t_4,3564,restoration composite margin time tooth prep contact make,9,Spend less time on anatomy when filling the restoration & building the cusp,2021-06-21T16:41:13Z
t_4,2309,restoration composite margin time tooth prep contact make,9,create retention with short round bur,2021-06-21T16:43:21Z
t_10,231,hand time instrument work scale position improve patient,2,I would like to be be able to better adapt the hand instruments when cleaning.,2021-06-21T16:52:34Z
t_5,2132,calculus area remove molar time tooth check miss,12,I would like to work on scaling lower anterior to improve my access to removing calculus from these areas. Also get more comfortable scaling sub-gingivally,2021-06-21T17:07:45Z
t_1,201,patient time appointment today start history faculty exam,3,I would like to confirm prior to the appointment that my patient is going to for sure take their pre medication when indicated so that we can do our planned treatment.,2021-06-21T17:09:36Z
t_1,1070,patient time appointment today start history faculty exam,3,Consult perio for deep pockets prior to closing out with the faculty,2021-06-21T17:10:28Z
t_12,3072,caries tooth time lesion confident remove identify stain,14,Continue to improve on radiographic caries interpretation and treatment planning sequencing.,2021-06-21T17:33:16Z
t_12,5,caries tooth time lesion confident remove identify stain,14,I want to do a better job distinguishing a cavitated lesion from an arrested one. Today was the first time I diagnosed a cavitated lesion and was second guessing myself.,2021-06-21T18:19:22Z
t_7,2306,dr learn today patient appointment great experience work,10,Be better prepared with the equipment needed for denture repairs,2021-06-21T18:57:50Z
t_3,1898,plan treatment faculty treatment_plan time finding note check,4,Be more thorough in the clinical examination.,2021-06-21T18:58:42Z
t_5,876,calculus area remove molar time tooth check miss,12,Use the explorer more to detect remaining calculus.,2021-06-21T19:51:02Z
t_2,1123,patient tooth treatment option crown discuss pt time,5,"At the next appt, I would like to spend more time on the treatment planning aspect and talk to the patient about our plan for each tooth. Unfortunately, time runs out quickly during a busy appointment! While the core & crown may be the best option, the patient may have limited finances or insurance so we must figure out what can be accomplished first!",2021-06-21T20:11:58Z
t_12,1409,caries tooth time lesion confident remove identify stain,14,Try to be more conservative with my prep!,2021-06-21T20:20:17Z
t_4,230,restoration composite margin time tooth prep contact make,9,I would like to be more efficient with my caries removal and work on ensuring that I will have a tight proximal contact when using the Tofflemier band.,2021-06-21T21:01:05Z
t_10,2386,hand time instrument work scale position improve patient,2,"I would like to be better at the instrumentation and the usage of the cavitron, especially the cutting surfaces",2021-06-21T21:05:07Z
t_9,1011,perio probe patient chart perio_chart periodontal area time,8,I would like to understand how to better use axium when trying to enter perio tx questions. I would also like to fill these questions out in more detail now that I know the expectations for these questions.,2021-06-21T21:07:10Z
t_3,3134,plan treatment faculty treatment_plan time finding note check,4,Have an assistant! Just kidding be more organized in my note taking.,2021-06-21T21:12:16Z
t_8,3325,time impression crown make material bite prep patient,11,"This was the first time I have had to cement anything! Now that Im more familiar with the material and have watched faculty use it, I feel more comfortable working with temporary cement in the future.",2021-06-21T21:20:43Z
t_6,3211,patient thing time differently thing_differently appointment differently_time oral,17,"Next time I would like to have a better idea of how to discuss replacing teeth in edentulous spaces for patients. This patient presented with great oral hygiene so the cleaning was fairly straightforward, but the patient was curious about replacing the edentulous ridges and I could only speculate on bridges not being able to span effectively that far. I would like to know for sure next time.",2021-06-21T21:25:49Z
t_10,2511,hand time instrument work scale position improve patient,2,I would like to sharpen my prophy hand instruments! I was struggling to get calculus off and I think it was largely because the instruments werent sharp (as discussed with perio faculty). Next time I want to practice sharpening.,2021-06-21T21:29:10Z
t_10,1161,hand time instrument work scale position improve patient,2,use cavitron if piezo not available,2021-06-21T21:31:34Z
t_9,2771,perio probe patient chart perio_chart periodontal area time,8,I would like to be more efficient at evaluating the radiographs,2021-06-21T21:31:42Z
t_6,1074,patient thing time differently thing_differently appointment differently_time oral,17,"I would like to spend more time cleaning the patient's lingual bar, and understanding that I should clean until there is no more sound indicative of a need for debridement.",2021-06-21T21:32:49Z
t_3,2422,plan treatment faculty treatment_plan time finding note check,4,Next time I would like to phase and sequence my treatment plan after the exam. I was optimistic about doing both restorations on 8 MILDF and numerous class V and class III restorations on the lower anterior in one appointment. Had I phased a sequenced I would have realized how that number 8 was a pretty large and esthetic restoration which is going to take careful attention. I found out this afternoon it really took my full attention. Phasing and sequencing would help a lot next time to plan appropriately,2021-06-21T21:36:22Z
t_8,2892,time impression crown make material bite prep patient,11,Use blue articulating paper and be a tad more aggressive when finishing,2021-06-21T21:43:35Z
t_4,3236,restoration composite margin time tooth prep contact make,9,"Next time I would like to know better how to contour the lingual of a class IV to accommodate the mandiblar teeth during protrusion. In sim lab our perfect teeth dont account for variations that patients typically have, and my patient today demonstrated that we needed to have a less esthetic rounded distal, lingual, incisal edge for clearance. Next time I hope to be more aware of the variations that can exist to promote longevity in my restorations.",2021-06-21T21:47:16Z
t_9,2446,perio probe patient chart perio_chart periodontal area time,8,"One thing that I would like to do differently next time is to glide the probe around the gingiva better when perio probing. I missed some deep pockets, since I would move my probe out of the sulcus instead of hopping around it.",2021-06-21T22:14:22Z
t_12,717,caries tooth time lesion confident remove identify stain,14,Next time I will use the spoon excavator to determine areas with unsupported enamel.,2021-06-21T22:14:34Z
t_1,3634,patient time appointment today start history faculty exam,3,"Today my patient did not want radiographs, which is something that I have not experienced yet during an appointment. I was somewhat unsure how to handle this at first, but it seems that the patient is willing to consider radiographs at her next appointment, which will be helpful so that I can correlate the clinical findings from this appointment with radiographic findings. Next time I have a patient who does not want radiographs, I will try to do a better job figuring out why they do not want radiographs so",2021-06-21T22:35:52Z
t_4,3566,restoration composite margin time tooth prep contact make,9,Have more confidence while giving anesthesia. Finish the restoration better.,2021-06-21T22:51:32Z
t_11,3361,time work appointment efficient exam fast clean speed,1,Next time I would like to work even faster :),2021-06-21T22:52:37Z
t_11,1597,time work appointment efficient exam fast clean speed,1,I felt like things were okay today. Maybe get an assistant next time.,2021-06-21T22:54:15Z
t_1,1223,patient time appointment today start history faculty exam,3,Next time I'll remember that the annex does not connect to the printers and plan ahead. Sorry about that mishap with the prescription printing!,2021-06-21T23:07:14Z
t_5,2913,calculus area remove molar time tooth check miss,12,I didn't do a good job cleaning the distal of the second molars. I was having a hard time adapting the piezo and the hand instruments to the distal portions of the molars. I need to also focus more on these areas that have more calculus build up when I am progressing throughout the surfaces during the cleaning.,2021-06-21T23:08:09Z
t_1,475,patient time appointment today start history faculty exam,3,I saw the patient a month ago for his exam and x-rays and the patient came in today for his prophy. I did not know that the CHIPS has to be done on the day of prophy even if it was done less than a month ago. Ill keep a note to myself for my next patients.,2021-06-21T23:44:43Z
t_7,1939,dr learn today patient appointment great experience work,10,"Hello Dr Campos,

This is the patient with implants that you sa last friday.Please let me know your feedback.

Thanks",2021-06-22T00:18:27Z
t_3,62,plan treatment faculty treatment_plan time finding note check,4,"I would like to have a more proper ""speech/repertoire"" to present to faculty whenever they first swing by.",2021-06-22T00:57:40Z
t_11,2166,time work appointment efficient exam fast clean speed,1,One thing that that I would like to do differently next time is managing the time better to finish on time.,2021-06-22T00:57:51Z
t_3,2679,plan treatment faculty treatment_plan time finding note check,4,I would like to present findings in a more logical format so that faculty can follow my thought process better.,2021-06-22T00:59:25Z
t_6,3700,patient thing time differently thing_differently appointment differently_time oral,17,One thing that I would like to do differently next time is managing the time better to finish on time.,2021-06-22T01:08:19Z
t_6,3500,patient thing time differently thing_differently appointment differently_time oral,17,One thing that you would like to do differently next time is managing the time better to have enough time to recheck all the spots with subgingival calculus.,2021-06-22T01:12:14Z
t_5,898,calculus area remove molar time tooth check miss,12,"Next time, I will attempt to thoroughly scale more effectively as there was deposits still present in the mandibular anteriors that Dr Kennebrew had to remove herself.",2021-06-22T01:22:37Z
t_5,2905,calculus area remove molar time tooth check miss,12,Pay closer attention to X-rays,2021-06-22T01:28:58Z
t_12,2194,caries tooth time lesion confident remove identify stain,14,Evaluate adaptation of RPD more closely,2021-06-22T01:29:54Z
t_1,2094,patient time appointment today start history faculty exam,3,Watch for high occlusion which may lead to TMJ pain,2021-06-22T01:31:02Z
t_3,2060,plan treatment faculty treatment_plan time finding note check,4,Check BP more than once before starting tx to see if it has gone down if too high,2021-06-22T01:34:38Z
t_3,3297,plan treatment faculty treatment_plan time finding note check,4,Use special implant cassette in order to avoid scratching it,2021-06-22T01:35:35Z
t_9,85,perio probe patient chart perio_chart periodontal area time,8,Understand how to measure attached gingiva,2021-06-22T01:36:56Z
t_9,1308,perio probe patient chart perio_chart periodontal area time,8,Make sure to use neighbors probe for furcation,2021-06-22T01:38:42Z
t_4,1727,restoration composite margin time tooth prep contact make,9,Use soft flex disc for quick cosmetic contour on upper on incisal-edges,2021-06-22T01:39:34Z
t_8,1320,time impression crown make material bite prep patient,11,"Scan more efficiently so the file is smaller, quicker upload.",2021-06-22T01:41:19Z
t_1,785,patient time appointment today start history faculty exam,3,Use explorer to confirm successful prophy.,2021-06-22T01:42:55Z
t_8,740,time impression crown make material bite prep patient,11,"I would like to ensure that the core material is more evenly spread before curing/does not have air bubbles. I went through with a plastic instrument to make sure that all of the margins were sealed and to get rid of air bubbles. From what I saw before curing everything looked even, but once we were done it was under-filled on the mesial and after adjusting, air bubbles were present. I am not sure what else I could have done to get rid of the air bubbles. 
I am sorry to have kept you late today. This was my",2021-06-22T02:15:48Z
t_4,2061,restoration composite margin time tooth prep contact make,9,"I would like to open up the palatal wall of my box a little more, just making sure that my band fits properly.",2021-06-22T02:40:54Z
t_1,2384,patient time appointment today start history faculty exam,3,I would have a better idea of what the process for implants looks like from the patient perspective. I was unsure how to answer some of her questions about payment and timeline,2021-06-22T03:11:19Z
t_1,3175,patient time appointment today start history faculty exam,3,I would have a better idea of what the process for implants looks like from the patient perspective. I was unsure how to answer some of her questions about payment and timeline,2021-06-22T03:13:16Z
t_9,2349,perio probe patient chart perio_chart periodontal area time,8,Be more affirmative with early signs of gingival disease development and start measuring them as baseline for the future visits,2021-06-22T03:15:47Z
t_2,1599,patient tooth treatment option crown discuss pt time,5,"The patient came in and I was expecting to be doing doing a crown prep. However, we could not proceed due to the patients constant high blood pressure reading. Next time, I would like to be more comfortable with the situation and be able to explain to the patient why the procedure was not able to be done and the proper steps to take so that the patients safety is ensured.",2021-06-22T03:16:21Z
t_5,3807,calculus area remove molar time tooth check miss,12,"Next time, I need to pay more attention to the mandibular anteriors, as that is a heavy deposit spot for calculus.",2021-06-22T12:02:36Z
t_10,2361,hand time instrument work scale position improve patient,2,"I felt some of my positioning was awkward at first just getting settled, but I was quickly able to settle into a good routine. This pt was relatively simple with regard to OHI and HHX",2021-06-22T13:46:08Z
t_2,1640,patient tooth treatment option crown discuss pt time,5,"Improve on sequencing treatment plan, explaining future prosth options for patients with edentulous areas.",2021-06-22T14:25:26Z
t_5,1196,calculus area remove molar time tooth check miss,12,Next time I would like to double check the distal surface of the most posterior molars to ensure I have removed all the deposits and plaque. Thank you for all of your help today.,2021-06-22T14:25:46Z
t_3,910,plan treatment faculty treatment_plan time finding note check,4,"I think I would like to work on my organization skills in my next appointments for treatment planning. There was a lot of different things going on with this patient, periodontal disease, lesion on lip, lots of restorative needs. Next time Id like to better organize and be more efficient in treatment planning these patients.",2021-06-22T14:28:07Z
t_1,2895,patient time appointment today start history faculty exam,3,"Sorry this is so late! It totally slipped my mind last Friday after the appointment. (This was the patient with an RPD, but he didn't bring it. We planned a few class 5 restorations on the anterior teeth. The PFM crown was also fractured). Next time, I will remind the patient before the appointment to bring any removable appliances with them to the appointment.",2021-06-22T14:30:22Z
t_12,304,caries tooth time lesion confident remove identify stain,14,"I would like to learn how to detect if margins are intact or not. On the pt today I felt like there was a slight stick on the margin but you believed it was still intact, so I would like to be able to detect this intact margin better myself.",2021-06-22T14:35:08Z
t_10,2290,hand time instrument work scale position improve patient,2,"I felt like i used the Piezo too heavily in an area with cavitated caries, and next time I want to try just carefully hand scaling in the area.",2021-06-22T14:36:57Z
t_2,254,patient tooth treatment option crown discuss pt time,5,"I think it could be beneficial in the future to talk with the patient more over the phone to see what they are hoping for. I knew the patient wasn't in pain and didn't have any ""concerns"", but I didn't learn until later on they wanted a crown completed in VICs. Knowing this info ahead of time will save time during appointments, especially when they are not as quick as a D0150UP.",2021-06-22T14:39:45Z
t_5,1468,calculus area remove molar time tooth check miss,12,I would use the explorer to check the deep grooves of the molars more thoroughly.,2021-06-22T14:49:33Z
t_12,3460,caries tooth time lesion confident remove identify stain,14,Notice amalgam tattoos better,2021-06-22T14:50:27Z
t_10,99,hand time instrument work scale position improve patient,2,"Next time I want to make sure to pay better attention to my ergonomics. I was struggling a bit with indirect vision at the start of the appointment, and it improved once I lowered the patient at your suggestion. I think this will help me be more confident in what I am seeing/feeling as well and be particularly helpful when I am relying on indirect vision for much of my work.",2021-06-22T15:00:21Z
t_11,1501,time work appointment efficient exam fast clean speed,1,Next time I would like to work faster so I am not pressed for time at the end of the appointment to get all of the swipes from perio and restorative.,2021-06-22T15:54:38Z
t_10,1779,hand time instrument work scale position improve patient,2,One thing I would like to do differently next time is be more aware of my seating position and ask the  patient to move their head more where appropriate so that it is easier for me to see and provide care.,2021-06-22T16:18:05Z
t_5,2673,calculus area remove molar time tooth check miss,12,"One thing that I will do differently next time is polish the high plaque areas before continuing on with the piezo powered scaler. This will help me target high risk areas of concern, instead of waiting to it later.",2021-06-22T16:27:49Z
t_2,3668,patient tooth treatment option crown discuss pt time,5,"Today was a good reminder that pain can be caused by occlusion, not just pulpal pathoses.",2021-06-22T16:39:42Z
t_7,861,dr learn today patient appointment great experience work,10,I greatly enjoyed this appointment as Dr. Sweier really challenged me in being confident with my findings and diagnosis. I enjoyed my conversation with Dr. Sweier about the patients treatment needs and learned about a good routine to follow during an exam. This patient was greatly concerned with cost of treatment and was not sure if they would follow through with my treatment recommendations. I explained the importance of the patient's treatment needs and the potential consequences of not undergoing the tre,2021-06-22T16:46:12Z
t_10,2983,hand time instrument work scale position improve patient,2,I am still getting used to positioning and retraction so I would like to get better at that. I would also like to work on using the PZ power scaler for more effective removal.,2021-06-22T17:01:58Z
t_5,3248,calculus area remove molar time tooth check miss,12,Better handscale the distal of second molars,2021-06-22T17:09:09Z
t_12,496,caries tooth time lesion confident remove identify stain,14,I think I need to gain a better understanding of what near pulp looks like. I am overcautious with my drilling in fear of pulping the tooth.,2021-06-22T18:50:39Z
t_7,826,dr learn today patient appointment great experience work,10,"I don't think there is anything I would do differently next time, this experience went smoothly and Dr. Ramadan was very helpful whenever I had questions or needed assistance.",2021-06-22T19:16:40Z
t_3,968,plan treatment faculty treatment_plan time finding note check,4,Next time I would like to ask for my instructor checks at the correct time. This time I accidentally asked for my second check after the IOE and EOE but before I did the CHIPS.,2021-06-22T19:16:49Z
t_10,1734,hand time instrument work scale position improve patient,2,Overall the appointment went very well and smoothly. I struggled slightly with accessing some of the lingual surfaces of the molars so with better retraction I likely could have been more efficient with scaling.,2021-06-22T19:31:08Z
t_11,3615,time work appointment efficient exam fast clean speed,1,Manage time more efficiently.,2021-06-22T20:26:53Z
t_3,401,plan treatment faculty treatment_plan time finding note check,4,"Next time, I will make sure that I obtain a procedure step check (cavity check) before placing the restoration (I am so sorry!!). I would like to make this happen by slowing down and making sure that I consult faculty at all appropriate steps before moving on to the next step.",2021-06-22T20:40:19Z
t_5,1660,calculus area remove molar time tooth check miss,12,Next time I would like to sharpen my instruments to get the calculus off. Dr. Zalucha showed me how to do that on my own.,2021-06-22T20:44:46Z
t_4,602,restoration composite margin time tooth prep contact make,9,Ensure proper proximal contact/occlusion prior to cementation.,2021-06-22T20:53:50Z
t_9,1801,perio probe patient chart perio_chart periodontal area time,8,"This patient was exquisitely sensitive in certain areas, including his third molars and crown margins on the upper right. In the future, I will make every effort to perform a thorough prophylaxis while still being mindful of the patients sensitivity.",2021-06-22T20:54:02Z
t_2,2640,patient tooth treatment option crown discuss pt time,5,Discuss options for at home OHI with the patient and give them a variety to choose from.,2021-06-22T20:54:35Z
t_2,3801,patient tooth treatment option crown discuss pt time,5,Be more efficient with my time and talk to the patient less,2021-06-22T21:00:48Z
t_6,3096,patient thing time differently thing_differently appointment differently_time oral,17,Do a better job of encouraging good at home care and have patient demonstrate the OHI provided.,2021-06-22T21:00:59Z
t_2,643,patient tooth treatment option crown discuss pt time,5,"Work on anesthesia. From my lack of experience with the different injections, I need to familiarize myself more with them and different techniques that will allow me to be accurate every single time.",2021-06-22T21:01:44Z
t_9,3139,perio probe patient chart perio_chart periodontal area time,8,"This patient was exquisitely sensitive in certain areas. In the future, I will make every effort to perform a thorough prophylaxis while still being mindful of the patients sensitivity.",2021-06-22T21:03:46Z
t_1,1310,patient time appointment today start history faculty exam,3,"I was especially nervous to see this patient, as I am not her regular provider. I saw the patient for an urgent concern, as her provider is currently on rotation. I tried to be very conservative when adjusting her dentures, since I am not her provider, and thus was unfamiliar with the patient and her history. In the future, I will try to be more confident in my abilities when treating other students' patients.",2021-06-22T21:04:49Z
t_2,222,patient tooth treatment option crown discuss pt time,5,Be more careful and thorough with the clinical exam - I never even saw the retained root tip of #1!,2021-06-22T21:16:55Z
t_5,3375,calculus area remove molar time tooth check miss,12,Utilize all the different tips to ensure some access to furcations. I got too fixated on my own process and used the beavertail for most of the SRP,2021-06-22T21:30:34Z
t_10,1068,hand time instrument work scale position improve patient,2,"Next time, I would like to use the perio hand instruments more and to get a better feel for them in a real persons mouth",2021-06-22T21:32:38Z
t_1,2254,patient time appointment today start history faculty exam,3,I would like to be more effective in my probing.,2021-06-22T21:36:15Z
t_11,2573,time work appointment efficient exam fast clean speed,1,I think the appointment went well. I was hoping to do a prophy but due to the long line on the Pan machine we werent able to. Definitely could improve on working faster,2021-06-22T21:37:38Z
t_2,249,patient tooth treatment option crown discuss pt time,5,"Yesterday did not quite go as we originally planned, but I am happy a second opinion was given on this tooth. I agree that the tooth did not urgently need a crown, and if I could do it differently next time we should have suggested this in the beginning when the patient asked for a crown on that tooth.",2021-06-22T21:51:33Z
t_10,1812,hand time instrument work scale position improve patient,2,I am hoping to be able to pack the cord more effectively with indirect vision.,2021-06-22T21:56:53Z
t_11,286,time work appointment efficient exam fast clean speed,1,"This was a fairly routine exam, but next time I could have been more knowledgable about sealants.",2021-06-22T22:00:09Z
t_10,2992,hand time instrument work scale position improve patient,2,Adjust my seating and vision when working on the distals of the posterior molars so that I can see and feel what im doing at the same time,2021-06-22T22:25:59Z
t_12,2385,caries tooth time lesion confident remove identify stain,14,I had a hard time with visualization and worried about hitting the pulp. I think reviewing seating positions would help me in the future. Asking faculty to point to where the pulp will most likely be and how deep it is could help relieve my worry about hitting the pulp.,2021-06-22T22:52:50Z
t_1,1919,patient time appointment today start history faculty exam,3,The patient was due for BW and I ended up only taking one BW for the broken tooth but I would've liked to just update her BWs so I could see if there were other teeth that should be looked at in the future,2021-06-22T23:07:41Z
t_12,3022,caries tooth time lesion confident remove identify stain,14,"I would like to get better at determining whether or not something is recurrent caries vs. remineralized caries. Today I removed the initial caries that were recurrent, but I probably could have stopped earlier and left more of the remineralized caries.",2021-06-22T23:10:05Z
t_8,911,time impression crown make material bite prep patient,11,Use less PVS when taking the impression for the lab reline of CD,2021-06-22T23:32:01Z
t_4,3415,restoration composite margin time tooth prep contact make,9,Next time I would like to try to use a rubber dam. Luckily this patient was easy to keep isolated but it would have been good practice.,2021-06-22T23:37:16Z
t_6,2774,patient thing time differently thing_differently appointment differently_time oral,17,I would like to be able to give more OHI to my patients,2021-06-22T23:47:20Z
t_5,606,calculus area remove molar time tooth check miss,12,"Hello Dr Geetha,

I did the facial on #14 today, could you please give me a feedback on it. I found it very difficult to access the distal of #14 for finishing. Could you please suggest me some tips.

Thank You",2021-06-23T00:23:35Z
t_6,971,patient thing time differently thing_differently appointment differently_time oral,17,Next time I will work on the extra and intra oral exam to make sure I don't miss anything.,2021-06-23T00:28:28Z
t_10,3185,hand time instrument work scale position improve patient,2,Next time I would like to become a little more comfortable with hand scaling. This was the first time using hand scalers in a few months and I felt as though my skills were a little rusty. I will check out a perio kit and proceed to practice on a typodont in order to increase my confidence for my next prophy.,2021-06-23T00:47:52Z
t_5,1941,calculus area remove molar time tooth check miss,12,"Next time, I would like to spend more time evaluating lesions that I suspect to be caries. I will de-bride the area of any plaque/calculus so I can feel the lesion better with my explorer. If the lesion is hard, it is either arrested caries or loss of enamel due to other reasons such as abfraction or abrasion.",2021-06-23T00:58:29Z
t_5,2988,calculus area remove molar time tooth check miss,12,"Next time, I want to spend more time adapting my mirror so I can better see the distal surfaces of the most posterior teeth for effective plaque & calculus removal. I also want to try sharpening my instruments at the beginning of my appointment! It will make my job easier once I am in the mouth.",2021-06-23T01:19:16Z
t_6,1288,patient thing time differently thing_differently appointment differently_time oral,17,I dont think I would have done anything differently,2021-06-23T01:26:34Z
t_1,3496,patient time appointment today start history faculty exam,3,I think everything went pretty smooth!  I should find the assistant ahead of time so that I can use piezo though!,2021-06-23T01:37:34Z
t_3,1155,plan treatment faculty treatment_plan time finding note check,4,"Next time I would like to go through the proper series of steps/tests (articulating paper, percussion etc.) to determine a diagnosis and then report my findings to faculty.",2021-06-23T01:42:09Z
t_8,2374,time impression crown make material bite prep patient,11,"My patient had a big maxillary arch.  Dr Shortt helped me extend the tray, so I can capture everything.
Next time, I will try it on my own!",2021-06-23T01:46:22Z
t_10,53,hand time instrument work scale position improve patient,2,"Next time I would like to use the hand instruments more to make sure that all calculus and plaque have been removed. The Piezo did a good job, but I still need more practice with hand instruments such as the Graceys.",2021-06-23T01:47:03Z
t_12,3084,caries tooth time lesion confident remove identify stain,14,"During my next caries removal, I want to gain confidence in my perception of where the pulp is. I often feel myself starting to get nervous while removing decay as I get deeper. I would like to work on building confidence. Hopefully, over time with more experience I will feel better about this.",2021-06-23T01:54:26Z
t_12,3126,caries tooth time lesion confident remove identify stain,14,"I would like to work on being less timid as I remove structure from a denture. I need to be a little more aggressive to be more efficient and work quicker. I hope over time, and with more experience I will be able to gain a bit more confidence in this.",2021-06-23T01:57:09Z
t_1,2611,patient time appointment today start history faculty exam,3,"Everything went well today. The patient was satisfied. It just look longer than usual. Next time, I would like to take radiographs in the beginning of the appointment. It will give us enough time to treatment plan and not leave it till the end of the slot.",2021-06-23T02:18:07Z
t_2,2258,patient tooth treatment option crown discuss pt time,5,Being more affirmative with which case scenario would require medical clearance from patient's PCP.,2021-06-23T02:42:54Z
t_11,3344,time work appointment efficient exam fast clean speed,1,Next time I would like to work quicker in order to complete more tasks and procedures in my appointments such as doing a cleaning with a new patient exam.,2021-06-23T02:59:31Z
t_10,1408,hand time instrument work scale position improve patient,2,I would have liked to be more confident in my scaling and root planing skills. It took me some time to remember how to manipulate my instruments and how to adapt them when in an actual patient's mouth.,2021-06-23T02:59:40Z
t_5,2218,calculus area remove molar time tooth check miss,12,"Next time, I would like to be more deliberate with the piezo. I realized, after watching Dr. Wang use the piezo, that there are some techniques I can improve on and utilize to increase the effectiveness and efficiency of my prophys. For example, I realized that the piezo can be put further through the contacts than I thought to clean the interproximal areas. It was also helpful to see Dr. Wang demonstrate the use of the piezo and hand instruments to remove calculus from the occlusal surfaces. 
The patient t",2021-06-23T04:09:43Z
t_7,3479,dr learn today patient appointment great experience work,10,I realized today that I got the treatment note swiped but not the D0120 so I will have to find you Dr. Jin for a swipe for that. Other than that I think the appointment went well,2021-06-23T12:33:14Z
t_5,1480,calculus area remove molar time tooth check miss,12,"Next time, I would like to be more diligent in the interproximal areas of the molars.",2021-06-23T12:52:35Z
t_5,1261,calculus area remove molar time tooth check miss,12,"I really learned a lot today from Dr. Bak. Next time that I do a maxillary reline, I want to pay close attention to the angle at which I am taking the denture out when checking with PIP. I also really appreciated learning that it's good to double check burn through spots just in case it is actually because of how you removed the denture and not actually a pressure spot.",2021-06-23T13:55:21Z
t_1,454,patient time appointment today start history faculty exam,3,"I think this appointment went really well, but next time I want to make sure to change the health history date first before getting the signature so the patient doesnt have to sign twice. Otherwise, I thought the appt went very smoothly.",2021-06-23T14:06:33Z
t_6,646,patient thing time differently thing_differently appointment differently_time oral,17,I'd like to have a toothbrush or other home care tool ready to show the patient how they can maintain the areas where I found the most plaque accumulation.,2021-06-23T14:13:05Z
t_5,2176,calculus area remove molar time tooth check miss,12,I would like to review my anatomy in order to provide anesthesia better and also to make sure that I am double checking my margins at all times.,2021-06-23T14:26:01Z
t_12,2334,caries tooth time lesion confident remove identify stain,14,Try to work faster on prepping the tooth,2021-06-23T14:45:03Z
t_3,3687,plan treatment faculty treatment_plan time finding note check,4,proper selection of the treatment code,2021-06-23T14:45:58Z
t_1,3526,patient time appointment today start history faculty exam,3,Verify code to radiograph since the patient had a PAN that did not belong to them and was not coded in the chart.,2021-06-23T14:50:04Z
t_11,2945,time work appointment efficient exam fast clean speed,1,Next time I will request prosth earlier so that I can work more efficiently,2021-06-23T15:35:16Z
t_3,2915,plan treatment faculty treatment_plan time finding note check,4,"Next time, I feel I need to look at the radiographs more thoroughly to come to conclusions and decisions on findings and treatment planning. Thankfully, my assistant continuously mentioned radiographic findings as she saw them when I did not mention them.",2021-06-23T15:36:21Z
t_5,426,calculus area remove molar time tooth check miss,12,Ensure that the pt is aware that they must pay 2/3's of the denture reline before it is able to be sent off to lab,2021-06-23T16:20:14Z
t_4,605,restoration composite margin time tooth prep contact make,9,Better shade blending,2021-06-23T16:20:34Z
t_12,1471,caries tooth time lesion confident remove identify stain,14,Work more on interpreting radiograph so that I do not over diagnose caries,2021-06-23T16:22:18Z
t_12,1843,caries tooth time lesion confident remove identify stain,14,Work on radiographic interpretation in order to properly diagnose all caries present,2021-06-23T16:25:30Z
t_2,2750,patient tooth treatment option crown discuss pt time,5,Explain to patient before soft reline that it is solely a temporary fix,2021-06-23T16:27:46Z
t_1,438,patient time appointment today start history faculty exam,3,Next time I would like to look at radiographs at the beginning of the appointment to be more efficient.,2021-06-23T17:01:54Z
t_12,958,caries tooth time lesion confident remove identify stain,14,"Determining when an amalgam needs to be replaced, more experience with this.",2021-06-23T17:33:29Z
t_9,61,perio probe patient chart perio_chart periodontal area time,8,Documentation of findings.,2021-06-23T19:36:45Z
t_3,881,plan treatment faculty treatment_plan time finding note check,4,"I would like to be more efficient in my time with complicated cases, and patients that require multiple referrals to receive comprehensive dental care.",2021-06-23T19:54:30Z
t_9,549,perio probe patient chart perio_chart periodontal area time,8,I would like to be better at perio charting in the presence of sub gingival calculus. My first perio charting was not as accurate and the second perio charting was much more representative of what the patient actually has. Thanks Dr. Oh for your help!,2021-06-23T19:58:26Z
t_11,595,time work appointment efficient exam fast clean speed,1,Next time I am without an assistant I would like to be efficient enough not to need the full 3 hours to complete an exam and a cleaning.,2021-06-23T20:01:16Z
t_4,3127,restoration composite margin time tooth prep contact make,9,Identify calculus better initially. Rubber cup and polish helped,2021-06-23T20:14:05Z
t_5,2815,calculus area remove molar time tooth check miss,12,Next time I will make sure to study whether or not there is attached or unattached mucosa at the gingival margin of the dentition. The pt today had unattached mucosa at the cervical margin in his posterior mandibular molars. This creates more of a plaque and bacteria trap than would keratinized mucosa. I will be more mindful if I see this mucosal tissue and make sure to pay extra attention and clean these areas extra well.,2021-06-23T20:53:58Z
t_5,3438,calculus area remove molar time tooth check miss,12,I would like to do a better job at cleaning out the interproximal calculus.,2021-06-23T21:00:24Z
t_9,513,perio probe patient chart perio_chart periodontal area time,8,Make sure I have an assistant and finish perio probing before treatment plan with restorative.,2021-06-23T21:01:34Z
