response_date	response_id	response_value	student_year	question	proc
2021-12-06 22:03:00	R_2c6j7Ddkvflnp8V	I will try to be mindful that placing composite can change occlusion on a patient if you try to build up the teeth and to use the lighter soflex disc to polish and make restos smoother 	D3	improvement	Restorative
2021-10-26 21:15:45	R_2c7PfEqyK4QVTu6	Adapt Piezo more efficiently. Patient had limited opening which made it difficulty	D3	improvement	Restorative
2021-10-26 21:15:45	R_2c7PfEqyK4QVTu6	None at this time. 	D3	question	Restorative
2021-12-10 21:05:57	R_2c8e9wuCLq1Tbbu	I would like to use my time more efficiently along with having the green sheet ready to be signed right away.	D3	improvement	Periodontics
2021-12-10 21:05:57	R_2c8e9wuCLq1Tbbu	Go Blue! Always a pleasure working with you!	D3	question	Periodontics
2021-11-02 20:43:17	R_2cAsw1kdKMsDxSI	Next time I would like to better document the beginning position for a partial denture prior to restoring an abutment tooth. This was a fairly large restoration wrapping around most of the facial, distal, and lingual coronal surface, and required a considerable amount of contouring to match the denture well. After the work it was difficult to assess the denture fit after since some bounce had been present before. I will always check the anterior and posterior contacts with a RPD prior to a restoration affec	D3	improvement	Restorative
2021-11-02 21:13:18	R_2CB2ddo1G3LmAsR	Next time, I will do better at identifying areas where there is still composite left. 	D3	improvement	Restorative
2021-12-07 22:30:17	R_2CB7YM8JkKyOIQz	I would like to improve my diagnostic skills, including asking questions to the patient that will more clearly determine the etiology of pain. For this patient in particular, it was difficult to determine whether her pain was on the gingiva or the tooth surface itself. I will be interested to see at the next appointment when gingival retraction can be achieved.	D3	improvement	Periodontics
2021-12-07 22:30:17	R_2CB7YM8JkKyOIQz	None at this time. Thank you very much for working with me!	D3	question	Periodontics
2021-07-28 17:16:50	R_2CBBrUH8zOyr3Aa	Not hesitate to put pressure on the denture with a hand piece	D3	improvement	Exam/Tx Plan
2021-06-25 23:21:47	R_2cC50FJTrmiLAOt	Patient presented for an annual checkup. At the end of the appointment, Dr. Heys showed me a technique to check for the submandibular lymph node, which I missed when I was palpating the patient. This skill will become critical when it comes to make an appropriate diagnosis. 	D3	improvement	Restorative
2021-05-26 21:51:30	R_2ccEMfRl8zhgWmh	Next time that I take an alginate impression I would like to capture the depth of the vestibule/other anatomy better in the impression. I would also like to be more efficient with my time while going through surface by surface of each tooth. 	D3	improvement	Exam/Tx Plan
2021-05-26 21:51:30	R_2ccEMfRl8zhgWmh	For the next appointment we discussed removing the caries of tooth #12. Will we make a stent from the casts that we poured up today to make a temporary crown if that appointment turns into a crown prep?	D3	question	Exam/Tx Plan
2021-07-19 21:02:45	R_2cCrsKnV3zT1CGL	I am hoping to be thorough in identifying problem areas. 	D3	improvement	Periodontics
2021-06-29 02:15:46	R_2ccrZFl3DuWifWO	"One thing that I would like to do differently next time is to work on my periodontal charting. I need to improve on my ""hopping"" around the tooth, since that is one thing that I struggle with. Especially in hard to see locations, I need to improve my readings and depth of the probe."	D3	improvement	Periodontics
2021-07-15 19:29:08	R_2CCWewl79rVkkJV	I think next time I would like to work with a matrix system. I used the Mylar strip, but i had to contour a lot of it by hand. A garrison may be more appropriate. 	D3	improvement	Restorative
2021-10-01 12:06:20	R_2cCyWtU4Mzvg1ce	This appointment was to identify the source of my patient's pain but I could not find a source. Though this was disappointing for me, I felt like my patient was still grateful I checked all the different sources. I will be checking up with this patient regularly to make sure the pain does not come back.	D3	improvement	Prosthodontics
2021-07-13 15:15:55	R_2CD2y2YsuaCxIbo	I would like to be better at taking the FMX	D3	improvement	Restorative
2021-12-10 04:09:50	R_2cd4QQ8gxcXtjoM	Next time I would like to focus more on distinguishing excursive movements from centric contacts. Thank you for explaining it to me!	D3	improvement	Prosthodontics
2021-12-10 04:09:50	R_2cd4QQ8gxcXtjoM	None, thank you for your help and happy holidays!	D3	question	Prosthodontics
2021-07-17 17:47:52	R_2cd9qheRkTD8oT3	I would like to improve my efficiency.	D3	improvement	Restorative
2021-06-26 17:16:18	R_2cdccdJUj5x6Gd2	This appointment was my first time using the garrison ring as a matrix so it was difficult for me to make sure it was on correctly. Next time I would like to be able to recognize when it is on and contoured properly on my own.	D3	improvement	Restorative
2021-07-21 14:25:45	R_2CdcVdJlwTAqPIP	Review how to use and apply Dycal, and shape my anatomy better	D3	improvement	Restorative
2021-07-12 20:27:20	R_2CdGGsUVdnFFD9V	I would like to work on my ergonomics and patient positioning. I noticed at the end of the appointment that my neck was strained and it was from my lack of proper positioning. During the cleaning I need to refer to the seating chart for areas of the teeth (away surfaces vs. towards surfaces).	D3	improvement	Periodontics
2021-07-12 20:27:20	R_2CdGGsUVdnFFD9V	I have no questions at this time.	D3	question	Periodontics
2021-12-04 03:30:52	R_2CdhmrnxXfXG7Yt	Determining whether the case would be appropriate for the use of amalgam material in patient's tooth preparation.	D3	improvement	Restorative
2021-11-12 15:43:42	R_2CdHzjLDCaLTbbD	Next time, I would like to more clearly communicate with the faculty my game plan to address the patient's pain. I would also like to have a better understanding of when it is necessary and/or appropriate to use the D4346 code as this was something my restorative faculty had mentioned using at the previous appointment for this patient. Thanks for your help and confirming the need to re-do the restoration on #15DO where food was being caught and causing gingival inflammation as well as caries. You stated tha	D3	improvement	Periodontics
2021-11-12 15:43:42	R_2CdHzjLDCaLTbbD	"I wanted to confirm that you said about 10% of BOP would qualify as ""gingivitis"" and be more likely for the use of the D4346 code?  "	D3	question	Periodontics
2021-09-10 01:53:12	R_2Cdn0CSowKVOYU3	I learned a lot at this appointment! Some things I am going to take with me into the future are more confidence in determining what looks like a pulp exposure verse what looks like infected dentin. I knew I was far away from the pulp in this instance but after Dr. Karpenko showed me the amber colored decay I was more confident I was not in a danger zone. I am hoping in the future I will work on my confidence to make an independent decision about pulp verse infected dentin. Other points that I'll take with m	D3	improvement	Restorative
2021-09-10 01:53:12	R_2Cdn0CSowKVOYU3	One thing that I have been struggling with in todays appointments and others has been visualization. I will reline the patient back or try my best to use indirect vision but I still struggle often with getting a clear image of where I am going. I am wondering if you have any helpful advice for this when you were learning or pointers for this. Is this something that might just come over time with more practice? Thank you so much in advance and for all your help today! 	D3	question	Restorative
2021-07-19 21:18:52	R_2cdP57pAW0nUdXy	I thought the exam went well! Perhaps I could be more efficient perio probing still though as my seating position efficiency is still improving	D3	improvement	Exam/Tx Plan
2021-06-02 14:01:45	R_2cdRlZ39sSy6ne1	Review perio mobility classifications. 	D3	improvement	Restorative
2021-06-03 10:14:45	R_2cem3XMkuguoKcF	I would like to work with the same faculty throughout the appointment.I feel this would help to judge my appointment progress.	D3	improvement	Periodontics
2021-10-16 01:48:56	R_2CeU95aBjmQIXq6	Next time I would like to continue to become more confident diagnosing caries in radiographs. 	D3	improvement	Restorative
2021-10-16 01:48:56	R_2CeU95aBjmQIXq6	Do you take off a porcelain veneer in the same way as a ceramic crown? 	D3	question	Restorative
2021-06-02 16:54:30	R_2CfShENSSdZuQZz	I would like to be quicker in the set up of the chair and cavitron etc for the patient	D3	improvement	Restorative
2021-06-02 16:54:30	R_2CfShENSSdZuQZz	Thank you Dr. Seligman!	D3	question	Restorative
2021-06-28 17:01:27	R_2CfSygqCmuD4J37	Be sure the floss the contact sooner (before cement sets)	D3	improvement	Prosthodontics
2021-09-02 21:01:57	R_2chkI65ZEhSRQxE	I love the idea of writing out the sequence and timing of all appointments to complete a procedure. Im going to do that ahead of time the next time.	D3	improvement	Prosthodontics
2021-09-02 21:01:57	R_2chkI65ZEhSRQxE	None, thank you so much!	D3	question	Prosthodontics
2021-06-21 23:47:41	R_2CHTGQvESl5EP4R	Next time I'll remember that the annex does not connect to the printers and plan ahead. Sorry about that mishap with the prescription printing!	D3	improvement	Restorative
2021-07-15 22:15:35	R_2CIGxqhnE2NjSmt	I would do a better job of picking out the shade for the composite, be more firm when placing retraction cord on the next patient, and make sure to wet the cord more when removing it. Overall I think it went well, I learned a lot! 	D3	improvement	Restorative
2021-08-10 22:52:18	R_2CIhLNbCIn6eCOw	I would go up to you before the appointment and tell you what I was planning on doing and we could walk through it together so that I could be more prepared. My appointment before this ran over and I had never border moulded before so I was super unprepared. Thank you for being patient. 	D3	improvement	Prosthodontics
2021-09-22 18:45:55	R_2cj7QEttcAPDzLQ	Thanks so much for your insight during this appointment! The patient was unhappy with the uneven incisal edges on #7-10, and you suggested smoothing them down with soflex discs. The patient is really excited about that idea and I'm excited for her next appointment and to see how it turns out! Initially we were talking about crowns or veneers to improve esthetics, but this is such a simple (and cost effective) solution, thanks for bringing it up.	D3	improvement	Restorative
2021-10-29 14:24:18	R_2CjEDte08yDLu43	Use horizontal swipes and double check all DL line angles.	D3	improvement	Periodontics
2021-07-30 03:54:37	R_2CjIPw6XmxCE6HA	I would like to remember to complete the treatment on the computer next time. Also improve my abilities in caries detection	D3	improvement	Exam/Tx Plan
2021-07-23 14:35:57	R_2CjJi2miWva98Gg	Have the patient come in 30 min earlier when it is a new patient exam so that we can squeeze in any consults needed	D3	improvement	Exam/Tx Plan
2021-10-22 14:13:54	R_2CjNATO3vSQHuwn	Be more comfortable with the consideration of correcting a deficient direct restoration instead of replacing it with an indirect restoration.	D3	improvement	Restorative
2021-07-14 02:09:30	R_2CJQ6dJKE9RwlSM	One thing I would like to do differently next time is understand how conditions such as cancer (even though he reported that hasn't started radiation meds) affect dental treatment.	D3	improvement	Exam/Tx Plan
2021-07-14 02:09:30	R_2CJQ6dJKE9RwlSM	None! Thank you so much for your help.	D3	question	Exam/Tx Plan
2021-09-11 14:09:24	R_2CjsW2q3xSXdmXb	It was great having my test case done with you. Appreciate the feedback given. On my next case, Iwould make sure to check for any over hangs. Although I have checked quiet few times, I assume changing my position next time can reveal some spots that I may have missed or blockled my vision.	D3	improvement	Restorative
2021-07-20 16:54:30	R_2ck1AhdKgoJR3yd	Review SRP tx.	D3	improvement	Periodontics
2021-06-30 02:08:59	R_2CK8S7Tnpen2tuQ	In the future, I would like to improve upon my ability to thoroughly clean cavitated and/or sensitive areas. Perhaps local anesthesia could be administered to areas that are especially sensitive.	D3	improvement	Periodontics
2021-05-13 17:41:34	R_2CKdrgQJ3dHuO9r	Next time I would like to be more aware of the time so I am not rushing at the end of my appointments to get things done. 	D3	improvement	Periodontics
2021-10-14 00:46:50	R_2ckiVNrK572P1YX	next time I would like to try to make my prep more conservative. I felt that my external outline form was larger than it could have been. 	D3	improvement	Restorative
2021-08-03 13:23:56	R_2CkONzkWMfPE0yc	I would like to practice detecting subG calculus with my different instruments more next time so that I can identify and treat better.	D3	improvement	Periodontics
2021-11-12 22:01:56	R_2Cl8PfmwJBtmD9o	Plan the RPD with the same faculty Im working with.	D3	improvement	Prosthodontics
2021-06-26 00:54:40	R_2Clmy2uY7IUVM1A	Practicing with hand instruments	D3	improvement	Periodontics
2021-09-20 21:03:19	R_2CN5TQlFkJWy2gJ	Make sure to check summary before check out	D3	improvement	Exam/Tx Plan
2021-09-29 00:49:02	R_2cnho0U0jXIPMhf	Next time I wish I would have noticed that Anterior open bite in the front when he wears the RPD	D3	improvement	Prosthodontics
2021-05-25 22:04:24	R_2cnoYZP8OuyyWf6	I would like to have an assistant set up for new pt. Exams.	D3	improvement	Restorative
2021-07-27 21:13:35	R_2cnqqsCIWjrEu8q	I think that I still need to work on being able to visual a patients back molars better. This patient had very tight cheeks and a large buccal fat pad which made it difficult for me to position them to get a better visual. 	D3	improvement	Restorative
2021-10-19 17:38:48	R_2COEFIdcRM5qGLT	"When taking the final impression, we discussed that it is important to have the tooth as dry as possible. This patient was very sensitive so I was too gentle when drying the tooth and moisture affected my impression. Next time I will make sure my patient is completely numb so that I can get the area sufficiently dry. 

Thank you so much for your help this morning!"	D3	improvement	Prosthodontics
2021-08-10 22:46:29	R_2coNujPVFda8v9d	"I would like to better diagnose areas that could benefit from sealants. 
I tried to talk to the patient in regards to prevention, diet change, etc. and both the patient and her father were unreceptive. I will urge the patient at the next appt to make a preventative change to be able to maintain her restorations. "	D3	improvement	Restorative
2021-11-20 18:32:56	R_2copIZk4uBWRNGZ	"Diagnosis of ctacked tooth is tricky. 
If tgere would one tjing to do differently, it would be trying the transillumination diagnosis method."	D3	improvement	Restorative
2021-11-03 16:59:36	R_2COq2P1FWUTddWR	Differentiate between crown and composite buildup, which I missed in this appointment.	D3	improvement	Exam/Tx Plan
2021-11-03 16:59:36	R_2COq2P1FWUTddWR	How may I improve?	D3	question	Exam/Tx Plan
2021-06-09 17:12:42	R_2COrIMhlCEYUxoB	This was my first time learning the proper techniques for taking an impression for a denture reline. Dr. Snyder gave some great tips and I will definitely utilize them next time.	D3	improvement	Prosthodontics
2021-06-08 02:08:37	R_2cot1Qsf9VubwDK	This patient was quite difficult to anesthetize. I wrote a detailed treatment note so that I can refer back for future administration of anesthesia. I learned at this appointment that patients are highly anatomically variable. This patients inferior alveolar nerve likely differed from the norm slightly with respect to the location in the mandible. I should be prepared in the future to alter the site of the injection slightly so as to achieve profound anesthesia in patients who are difficult to anesthetize.	D3	improvement	Restorative
2021-05-25 20:35:11	R_2coXzDbqNqBBIxv	Discuss more treatment options with faculty to get a wider understanding of patient options	D3	improvement	Exam/Tx Plan
2021-07-31 19:49:56	R_2Cp42r3YN7WQ6U2	Using blade #12 to effectively reduce voids on the root margins 	D3	improvement	Restorative
2021-05-10 16:33:29	R_2CPophqRB2fmRuc	"Being more efficient with Axium when the faculty comes over to swipe
"	D3	improvement	Prosthodontics
2021-11-29 20:34:02	R_2CPzFxQTQ5h3uYc	I am hoping to be more thorough in removal of inter proximal calculus. 	D3	improvement	Periodontics
2021-12-11 00:06:17	R_2Cqcs7FSF2O4tZm	Thanks so much for your help today Dr Bozell. Im really sorry that I held you up, I really thought I would have finished much sooner.	D3	improvement	Restorative
2021-12-11 00:06:17	R_2Cqcs7FSF2O4tZm	I tried my best to make a broad contact for this case, however, the contact point extended too high. By the time I adjusted the adjacent marginal ridges, there was not much contour and the marginal ridges were almost flat and even with each other. I only used one small orange wedge and burnished with a ball burnisher, but too tight of contacts is something I have had a problem with the last couple weeks. Do yo have any advice for avoiding too tight of contact? 	D3	question	Restorative
2021-09-10 19:35:40	R_2CQcUWczQg1Xa2d	I would like to get better at recognizing thing such as accesses', i think i have to be better about feeling and pressing on the gingiva in order to determine if there is any purulence .  Thank you for all of your help!!	D3	improvement	Restorative
2021-09-09 21:25:05	R_2CQddKbNynI8h5c	Next time I would like to use the piezo to get spots of sub g plaque that I missed from using hand instruments. 	D3	improvement	Periodontics
2021-09-30 00:50:54	R_2cqHY75iYRqNcVV	One thing that I would like to do differently next time is to better identify areas where smaller deposits of calculus reside. I was able to remove the calculus deposits that were large and that I had identified for the test case, however I had trouble with the smaller deposits that were less obvious if it was calculus or tooth anatomy. In the future I hope to improve on using my explorer with a finer touch on all teeth surfaces to be able to recognize where there are smaller calculus areas.	D3	improvement	Periodontics
2021-12-10 04:08:07	R_2Cqr76rCbQ2UNGa	Next time, I would like to focus on retracting the lips when placing my impression trays in the mouth to properly capture everything! Thanks for the tip and happy holidays!	D3	improvement	Exam/Tx Plan
2021-12-10 04:08:07	R_2Cqr76rCbQ2UNGa	None.	D3	question	Exam/Tx Plan
2021-07-21 21:30:29	R_2CqsCy4nBsEiQMv	I should have put a request in earlier so the prosth faculty could come and take a look but we ran out of time. 	D3	improvement	Exam/Tx Plan
2021-07-21 21:30:29	R_2CqsCy4nBsEiQMv	Thank you!	D3	question	Exam/Tx Plan
2021-11-24 22:34:59	R_2CrEAi7sd85N9pL	just worked on a cleaning. could have done slightly better on those distal molars. still getting better at instrumenting back there!	D3	improvement	Periodontics
2021-10-01 00:14:19	R_2CrYoNd37rUTYMk	Be more time efficient 	D3	improvement	Prosthodontics
2021-07-21 19:15:54	R_2Csuxg3jXLTG0P6	Go through the patient care clinic summary to see what is red for my patients 	D3	improvement	Restorative
2021-07-21 19:15:54	R_2Csuxg3jXLTG0P6	Would you do the cleaning or the fillings first if the sensitivity still persists? Is composite the only option or is GI also a possibility?	D3	question	Restorative
2021-06-07 17:28:07	R_2ctIMqJ0UOG3UIk	Increase speed.	D3	improvement	Exam/Tx Plan
2021-10-17 03:43:57	R_2CU0NkEFelZdcd4	Next time, I would like to have estimates of implant costs handy, because that is an important part of treatment planning for the patient.	D3	improvement	Exam/Tx Plan
2021-10-17 03:43:57	R_2CU0NkEFelZdcd4	None! Thank you.	D3	question	Exam/Tx Plan
2021-10-14 22:23:02	R_2CUN3XvzgYS288K	I am trying to get better at diagnosing. Although we noticed something clinically, it was very difficult to see on the xray until we messed with the contrast. Always good to look at radiolucency under different contrasts.	D3	improvement	Restorative
2021-06-14 18:00:18	R_2CUr87xgm4YxyUF	Recognize when to refer to grad perio sooner. In this case, the patient had recently been treated in perio and needs retreatment.	D3	improvement	Periodontics
2021-12-08 22:18:59	R_2Cv80rQp2Z7rYGi	I learned lots of new tricks for bite splint fabrication and although this was a tricky case to mount I am happy with the outcome	D3	improvement	Restorative
2021-11-08 22:52:21	R_2CV96NVqEAfH9MO	I would like to be able to use recognize when and which bur can be beneficial to improve the clinical outcome of my final restoration. 	D3	improvement	Restorative
2021-11-08 22:52:21	R_2CV96NVqEAfH9MO	Does etching/bonding to current composite have the same longevity than to that of enamel or dentin? Besides secondary caries, when would you recommend the removal of the entire existing composite? 	D3	question	Restorative
2021-08-09 18:25:15	R_2cvGgboDYMgBnVo	Focus more on margins - check all extent of prep to make sure caries is all removed and make sure restoration margins are completely sealed. 	D3	improvement	Restorative
2021-06-08 20:19:41	R_2cvgxVBl7dPuKg9	I need to work on finding areas of missed calculus in the posterior interproximal areas.	D3	improvement	Periodontics
2021-05-11 22:25:49	R_2cvkXYgeUPSccas	I would work on my time management skills :/.	D3	improvement	Exam/Tx Plan
2021-05-11 22:25:49	R_2cvkXYgeUPSccas	Not any right now.	D3	question	Exam/Tx Plan
2021-06-02 19:03:41	R_2CvUGYVPAJlB7mi	I would like to work more quickly when doing through medications and health history. It took a long time today, so Id like to be faster in this area.	D3	improvement	Restorative
2021-05-04 17:22:20	R_2cvWWud1eBU9MmU	In the future I would like to work more quickly/keep a better eye on time. I also think that in the future I could have a more strategic plan when hand scaling to make it more efficient. 	D3	improvement	Periodontics
2021-05-28 16:36:56	R_2cvzcBbzUW9mnSa	I would like to save my files before I move from the acquisition phase to the model phase so the system doesnt shut down and lose my data.	D3	improvement	Prosthodontics
2021-09-04 01:25:18	R_2CWAoZEqXppzaoe	One thing that I would like to do differently next time is to remove substantial plaque on my patient's dentition prior to recording the examination findings. During the morning appointment there was almost too much plaque and calculus present to clinically determine the presence of cavitated lesions.	D3	improvement	Exam/Tx Plan
2021-06-29 21:56:06	R_2Cwg9fuwRMGXrCw	Review my understanding on when implant placement is appropriate or not !	D3	improvement	Periodontics
2021-05-28 00:27:12	R_2cwJpSj42bFV0Gz	Being a little more confident and guide the patient better. She was extremely anxious and acting like. a kid so my confidence went downhill.	D3	improvement	Restorative
2021-10-04 17:10:36	R_2cwkwaeGv3ETGtY	I would like to have better ergonomics with cleanings. I tend to reach really far and I can tell in my shoulders and back that I am not in a good position.	D3	improvement	Periodontics
2021-05-25 16:52:02	R_2cwteOflyxtmTHz	I think I should work on hand scaling more quickly by having a better flow of instruments. I found myself changing areas and having to flip/swap instruments. 	D3	improvement	Restorative
2021-05-10 21:10:42	R_2Cxg6UMzUIHnXJi	I wish I knew how to work axium much better. 	D3	improvement	Exam/Tx Plan
2021-11-22 22:31:57	R_2CxiViQIbTqnx3g	Understand the difference in sensation between flash and an open margin. 	D3	improvement	Restorative
2021-06-23 14:13:05	R_2CxOGfAqBAS3JUV	I really learned a lot today from Dr. Bak. Next time that I do a maxillary reline, I want to pay close attention to the angle at which I am taking the denture out when checking with PIP. I also really appreciated learning that it's good to double check burn through spots just in case it is actually because of how you removed the denture and not actually a pressure spot. 	D3	improvement	Prosthodontics
2021-06-23 14:13:05	R_2CxOGfAqBAS3JUV	I appreciate you always! Thank you for answering all of my questions today.	D3	question	Prosthodontics
2021-07-12 22:19:09	R_2Cy1KVxcubbhB6R	Go through the dispensing goodies cart more to curate better bags for patients	D3	improvement	Periodontics
2021-07-12 22:19:09	R_2Cy1KVxcubbhB6R	Thank you for your help today!	D3	question	Periodontics
2021-06-19 02:31:45	R_2CZMpbfDCTpfwpa	Not be so conservative in occlusion adjustment	D3	improvement	Restorative
2021-05-20 20:11:47	R_2czOD2Zyz4HR4e7	I would like to be quicker and more skilled at doing EOE and IOE	D3	improvement	Restorative
2021-05-20 20:11:47	R_2czOD2Zyz4HR4e7	Thank you so much Dr. Hoelscher!	D3	question	Restorative
2021-06-27 03:29:11	R_2CZoFmgg6gJlBnH	In the future, I would like to focus on ergonomics, particularly while restoring the most posterior molars! I really struggled throughout the appointment with where to sit and where to place my mirror and angle my hand piece. Although my patients always come first to me, this should not be at the expense of the health of my back! This change will hopefully lead to to more ideal restorations and happier patientsas they will not have to be repositioned in the chair so frequently!	D3	improvement	Restorative
2021-06-27 03:29:11	R_2CZoFmgg6gJlBnH	N/a	D3	question	Restorative
2021-11-01 21:11:46	R_2czoHNIYkfKq1zX	next time I would like to perfect my anesthetic technique.	D3	improvement	Restorative
2021-11-01 21:11:46	R_2czoHNIYkfKq1zX	none	D3	question	Restorative
2021-06-04 00:03:29	R_2czu06AHOvQKv0u	It was my first caries removal/restoration on a patient. I spent way to long doing caries removal so getting the RMGI in place and getting the appointment done on time was difficult. I have a better understanding of how caries removal and RMGI works now after doing both for the first time since D1 fall :) 	D3	improvement	Restorative
2021-08-03 12:35:12	R_2D04HHiErLvDP0K	I would like to work more efficiently, even if I am missing an assistant and my patient shows up late, I would also like to do a better job identifying caries, even if there is a large amount of plaque and calculus present. 	D3	improvement	Exam/Tx Plan
2021-06-25 02:34:21	R_2D0J01LFzfISGTj	I would like to have a more smooth presentation to my clinical, radiographic findings and assessment. 	D3	improvement	Restorative
2021-06-25 02:34:21	R_2D0J01LFzfISGTj	Any order that faculty prefer to have things presented in?	D3	question	Restorative
2021-10-19 03:33:32	R_2D0jQ0ROpqoeNIq	This appointment was a great learning experience, as it involved many consultations with different specialties. After the initial examination, I let the patient sit next to me in the assistant chair, and we went over the radiographic findings, treatment options, and the finances associated with such treatment options. I was very fortunate that the patient placed great trust in me and opted for whichever treatment that I (and the faculty with which we consulted) recommended. In the future, I will strive not 	D3	improvement	Restorative
2021-10-04 16:49:44	R_2D1eKVJqC22lqru	Improve knowledge and skills in treatment planning with prognosis in mind.	D3	improvement	Exam/Tx Plan
2021-10-04 16:49:44	R_2D1eKVJqC22lqru	None. Thank you so much for working with me!	D3	question	Exam/Tx Plan
2021-07-28 20:24:04	R_2D5Ehn1adN6vwCV	I think overall the procedure went very well! However, I did have some difficulty with the patient keeping her mouth open and this is something I need to work on to find a technique so that I can be prepared when I encountered this again. The optragate helped slightly but overall I think a bite block may have been more efficient. 	D3	improvement	Restorative
2021-08-09 22:20:34	R_2D5o7x6SI8G9Hz3	Use the periodontal probe with a light grip to feel for subgingival calculus	D3	improvement	Periodontics
2021-09-02 14:24:52	R_2D604DvPWLxsSwC	Work on my SRP scaling.	D3	improvement	Periodontics
2021-06-18 13:52:16	R_2D61YOZOIPXc2yE	The fire alarm went off as I was finishing the restoration and so I rushed it and didn't check the margin as well as I should have. Dr. Heys taught me to angle the explorer differently so that I can feel the subgingival margin better and not leave it over contoured or bulky. 	D3	improvement	Restorative
2021-06-18 13:52:16	R_2D61YOZOIPXc2yE	Thanks for your help!!	D3	question	Restorative
2021-06-01 17:34:46	R_2D7c0KPZgE35EDh	I would work more quickly during my cleaning. I've noticed I take my time and am thorough throughout my clinical exams and cleanings, which is not necessarily a bad thing. It just takes away time from other work I could be doing and maybe save the patient an appointment. 	D3	improvement	Restorative
2021-06-07 21:01:42	R_2dAtLDz37KH6XHj	Speed up.	D3	improvement	Restorative
2021-06-07 21:01:42	R_2dAtLDz37KH6XHj	How can I improve?	D3	question	Restorative
2021-06-07 23:23:33	R_2dBiLYu0bHfIz9O	Do the Exam Findings form before calling the faculty over so it is ready to present and swipe. I normally have it done by the end of the session but Dr. Sweier asked to see it during the examination step. 	D3	improvement	Restorative
2021-10-20 21:22:04	R_2dBkszKJ4mkJULM	I would like to be more efficient next time.	D3	improvement	Prosthodontics
2021-11-02 20:45:34	R_2dDZgj0ovbsq8fW	Next time I might see which instruments I need to sharpen before I start the prophy	D3	improvement	Periodontics
2021-11-22 19:46:02	R_2dEMhzbCCKcrz6r	Determining the outcome of using bitesplits more effectively	D3	improvement	Exam/Tx Plan
2021-12-04 03:10:14	R_2dFmB9dmaAXWT6M	"Pt was so sensitive , ideally , I would have treated this pt on two appt, thus I can use anesthetic agent. 
Pt is travelling , treating her over two appt was not an option this time."	D3	improvement	Periodontics
2021-08-03 21:32:56	R_2dGAJshDtyvZqIY	I would like to better identify the spots to adjust that have burn through 	D3	improvement	Prosthodontics
2021-08-03 21:32:56	R_2dGAJshDtyvZqIY	Thanks for your help 	D3	question	Prosthodontics
2021-08-06 11:19:21	R_2dGwfi6pDL3Vps1	This was my first time clinically visualizing a deep periodontal probing pocket of iatrogenic origin. I was perplexed to discover a 6 millimeter pocket on the distal aspect of a tooth with a crown in a patient who has no other pocket depths in excess of 3 millimeters. It was important for me to learn that I should take time to step back and re-evaluate when I discover a finding that seems out of the ordinary.	D3	improvement	Periodontics
2021-05-27 03:05:48	R_2dhAaXCN5fKuzxM	I would like to work on my speed and efficiency. This patient had extensive staining which took me quite a while to remove. But I only had to scale 9 teeth, 4 of which were planned for extraction, so only 5 of which removing the stain completely was pertinent. So I felt as if this appointment should have taken less time than it did. I think once I become more comfortable in clinic, and more used to the correct seating positions/instruments for specific areas/the piezo, hopefully working more efficiently wil	D3	improvement	Periodontics
2021-05-27 03:05:48	R_2dhAaXCN5fKuzxM	Not a question but a comment: Dr. Richards, you are wonderful to work with and make me feel more confident as a new clinician. Thank you! 	D3	question	Periodontics
2021-06-09 21:04:31	R_2dHqhF4x6FgkcyM	I would like to refine my skills of clinically detecting caries.	D3	improvement	Exam/Tx Plan
2021-11-20 00:09:58	R_2di3BTTvwyK4DPM	I would like to improve my posture and positioning for next time.	D3	improvement	Periodontics
2021-10-20 00:43:33	R_2di5tNFj2E6Qc94	Polish the cervical margins better 	D3	improvement	Restorative
2021-06-08 11:36:21	R_2dj4V6hOBzJUZgN	I need to work quicker, Dr. Campos gave me great advice at the end of my appointment that I had accomplished a lot and the case was complicated. Regardless, I always want to leave a patient with a treatment plan after an exam, so I need to be quicker and more efficient.	D3	improvement	Exam/Tx Plan
2021-10-18 14:42:50	R_2dJTZOGmArVVKmG	Next time I would like to try to position myself better so that I can visualize more easily and avoid hitting the adjacent tooth	D3	improvement	Restorative
2021-11-15 22:02:25	R_2dK3YfPeIEPWFu0	I would like to try flowable in these scenarios to practice using it.	D3	improvement	Restorative
2021-09-21 23:26:22	R_2dKgAbgTr9fFUD0	Sharpen the instruments for better cutting surfaces and to be more efficient.	D3	improvement	Restorative
2021-09-21 23:26:22	R_2dKgAbgTr9fFUD0	Thank you!	D3	question	Restorative
2021-11-04 22:53:25	R_2dKJWN4HJaAs7nW	Thanks so much for your help today. Im really sorry that I ran over, so thank you for staying late. Next time I will try to be better about time	D3	improvement	Prosthodontics
2021-11-04 22:53:25	R_2dKJWN4HJaAs7nW	With the distal of that prep being so deep, it made getting the impression more difficult. Would you ever consider elevating the margin with composite and placing the crown margin on composite?	D3	question	Prosthodontics
2021-10-19 13:00:33	R_2dL7L05sxVihAfE	Worked on 4MOD. I would better use my time and be more careful of adjacent teeth when drilling. Be more vocal of my steps when test casing.	D3	improvement	Restorative
2021-10-12 20:26:30	R_2dLnsuxOspb32Mb	Improve replication of tooth morphology and marginal ridge shaping to reduce need for occlusal adjustment.	D3	improvement	Restorative
2021-10-12 20:26:30	R_2dLnsuxOspb32Mb	None. Thank you for working with me!	D3	question	Restorative
